method,layer,k,variance_shrinkage_factor,variance_reduction,norm_shrinkage_factor,norm_reduction,info_retention_ratio,info_loss,spectral_total_energy_loss_pct,spectral_high_freq_loss_pct,effective_rank_original,effective_rank_averaged,rank_reduction
uniform,embedding,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,759,759,0
uniform,embedding,2,0.5213223491477197,0.4786776508522803,0.7788142561912537,0.22118574380874634,1.0216301932457827,-0.030414534915575775,86.14411402031271,54.47874240256013,759,741,18
uniform,embedding,4,0.28484027517426935,0.7151597248257306,0.6279106736183167,0.37208932638168335,1.0452934012157755,-0.06368772192966787,97.8999089644748,61.10226806164306,759,705,54
uniform,embedding,8,0.16729524989124853,0.8327047501087514,0.528498113155365,0.471501886844635,1.0692111036543601,-0.0973187573833394,99.64432470835814,61.938582125527596,759,640,119
uniform,embedding,16,0.10865650427954932,0.8913434957204507,0.4659496247768402,0.5340503454208374,1.101075747548644,-0.14212410485678562,99.93224872162172,62.040207069213295,759,532,227
uniform,embedding,32,0.07874576421376801,0.921254235786232,0.42803311347961426,0.5719668865203857,1.150746130145863,-0.21196636509954492,99.98578580229038,62.05363574754611,759,381,378
uniform,embedding,64,0.06170061103575394,0.938299388964246,0.40331190824508667,0.5966880917549133,1.2508599774896711,-0.3527379278392606,99.99686303168534,62.05474640303535,759,220,539
uniform,embedding,128,0.04943719640778898,0.950562803592211,0.3834231197834015,0.6165769100189209,1.4054127229613138,-0.5700568310978744,100.0,62.05596918872555,759,98,661
