step,tokens_seen,cumulative_flops,train_loss,eval_loss,eval_loss_all_pos
18100,296550400,5.597201e+15,6.102334,6.115665,6.072604
18200,298188800,5.628125e+15,6.070681,6.118045,6.073487
18300,299827200,5.659049e+15,6.092625,6.122550,6.073700
18400,301465600,5.689973e+15,6.096449,6.117003,6.072768
18500,303104000,5.720896e+15,6.061514,6.111369,6.064075
18600,304742400,5.751820e+15,6.071740,6.103120,6.059858
18700,306380800,5.782744e+15,6.080437,6.098424,6.057631
18800,308019200,5.813668e+15,6.060735,6.094545,6.053952
18900,309657600,5.844591e+15,6.058775,6.100686,6.057846
19000,311296000,5.875515e+15,6.072626,6.094530,6.051648
19100,312934400,5.906439e+15,6.040250,6.084296,6.043608
19200,314572800,5.937363e+15,6.052892,6.080988,6.038370
19300,316211200,5.968287e+15,6.035247,6.084957,6.042565
19400,317849600,5.999210e+15,6.023476,6.072959,6.032239
19500,319488000,6.030134e+15,6.048510,6.075371,6.034210
19600,321126400,6.061058e+15,6.025410,6.061496,6.019333
19700,322764800,6.091982e+15,6.032231,6.071218,6.024045
19800,324403200,6.122905e+15,6.012771,6.059112,6.019233
19900,326041600,6.153829e+15,6.025212,6.062709,6.015092
20000,327680000,6.184753e+15,6.036882,6.062024,6.018005
20100,329318400,6.215677e+15,6.016258,6.053657,6.011496
20200,330956800,6.246600e+15,6.010678,6.048086,6.005769
20300,332595200,6.277524e+15,6.011974,6.047550,6.004193
20400,334233600,6.308448e+15,6.006657,6.043177,5.996187
20500,335872000,6.339372e+15,6.004170,6.038121,5.993815
20600,337510400,6.370295e+15,6.000092,6.037508,5.991868
20700,339148800,6.401219e+15,6.014767,6.033162,5.991537
20800,340787200,6.432143e+15,6.006523,6.030676,5.987714
20900,342425600,6.463067e+15,6.010685,6.030262,5.987651
21000,344064000,6.493991e+15,6.008502,6.028599,5.985818
21100,345702400,6.524914e+15,5.945905,6.014867,5.973208
21200,347340800,6.555838e+15,5.980645,6.011849,5.974424
21300,348979200,6.586762e+15,5.957466,6.013618,5.971086
21400,350617600,6.617686e+15,5.983969,6.009984,5.962537
