method,layer,k,n_epochs,final_mse_loss,variance_shrinkage_factor,variance_reduction,norm_shrinkage_factor,norm_reduction,info_retention_ratio,info_loss,spectral_total_energy_loss_pct,spectral_high_freq_loss_pct,effective_rank_original,effective_rank_averaged,rank_reduction
learnable,embedding,2,3,0.00010943,0.5141010339672085,0.4858989660327915,0.7751805186271667,0.22481948137283325,1.0169470078243241,-0.02382943856906783,86.29236003258622,54.67159383511277,759,715,44
learnable,embedding,4,3,0.00013768,0.2837317613865012,0.7162682386134989,0.6299083232879639,0.37009167671203613,1.042425455884333,-0.059655061544808596,97.8621009752277,61.139122711922376,759,624,135
learnable,embedding,8,3,0.00014991,0.17275533877872137,0.8272446612212786,0.5379385352134705,0.46206146478652954,1.0734187076457518,-0.10323513164097786,99.6205085943074,61.940087024637606,759,540,219
