step,tokens_seen,cumulative_flops,train_loss,eval_loss,eval_loss_all_pos
26700,437452800,8.256645e+15,6.815714,6.831602,6.799296
26800,439091200,8.287569e+15,6.776667,6.828631,6.799717
26900,440729600,8.318493e+15,6.794552,6.829640,6.796539
27000,442368000,8.349416e+15,6.775524,6.832299,6.799099
27100,444006400,8.380340e+15,6.790821,6.833809,6.799860
27200,445644800,8.411264e+15,6.775159,6.822989,6.789131
27300,447283200,8.442188e+15,6.768174,6.827204,6.794627
27400,448921600,8.473111e+15,6.771941,6.822092,6.784587
27500,450560000,8.504035e+15,6.789456,6.822442,6.789576
27600,452198400,8.534959e+15,6.782893,6.812013,6.777360
27700,453836800,8.565883e+15,6.773743,6.806954,6.778415
27800,455475200,8.596807e+15,6.765773,6.816279,6.777346
27900,457113600,8.627730e+15,6.759387,6.807467,6.773178
28000,458752000,8.658654e+15,6.776870,6.802897,6.769479
28100,460390400,8.689578e+15,6.777003,6.801336,6.767093
28200,462028800,8.720502e+15,6.748927,6.796255,6.761844
28300,463667200,8.751425e+15,6.745301,6.791709,6.760214
28400,465305600,8.782349e+15,6.754727,6.789895,6.757774
28500,466944000,8.813273e+15,6.735888,6.795765,6.762715
28600,468582400,8.844197e+15,6.747381,6.797804,6.765255
28700,470220800,8.875120e+15,6.752641,6.790465,6.754076
28800,471859200,8.906044e+15,6.726138,6.781485,6.748873
28900,473497600,8.936968e+15,6.732445,6.776137,6.748580
29000,475136000,8.967892e+15,6.743114,6.772939,6.744815
29100,476774400,8.998815e+15,6.766491,6.761787,6.735955
29200,478412800,9.029739e+15,6.740725,6.768839,6.737995
29300,480051200,9.060663e+15,6.736246,6.772673,6.740960
29400,481689600,9.091587e+15,6.717260,6.769010,6.737511
29500,483328000,9.122511e+15,6.713269,6.761885,6.731283
29600,484966400,9.153434e+15,6.742360,6.754820,6.723855
29700,486604800,9.184358e+15,6.717948,6.760096,6.730721
29800,488243200,9.215282e+15,6.706112,6.754241,6.722255
29900,489881600,9.246206e+15,6.731642,6.753437,6.720883
30000,491520000,9.277129e+15,6.760534,6.749738,6.718913
30100,493158400,9.308053e+15,6.716103,6.746861,6.718407
30200,494796800,9.338977e+15,6.710775,6.751612,6.716987
30300,496435200,9.369901e+15,6.707629,6.751946,6.717161
30400,498073600,9.400824e+15,6.718843,6.749763,6.716860
30500,499712000,9.431748e+15,6.712331,6.737545,6.704862
30600,501350400,9.462672e+15,6.722184,6.742939,6.709487
30700,502988800,9.493596e+15,6.692758,6.742956,6.711498
30800,504627200,9.524519e+15,6.694634,6.733962,6.703648
30900,506265600,9.555443e+15,6.713055,6.723271,6.691797
